10000	0.42099999999999998534505607494793366640806
20000	1.67199999999999993072208326339023187756538
30000	3.78200000000000002842170943040400743484497
40000	6.68700000000000027711166694643907248973846
50000	10.45299999999999940314410196151584386825562
60000	15.42200000000000059685589803848415613174438
70000	20.89099999999999823785401531495153903961182
80000	27.57799999999999940314410196151584386825562
90000	34.43699999999999761257640784606337547302246
100000	42.39099999999999823785401531495153903961182
110000	51.59400000000000119371179607696831226348877
120000	60.89000000000000056843418860808014869689941
130000	71.75000000000000000000000000000000000000000
140000	83.31199999999999761257640784606337547302246
150000	95.00000000000000000000000000000000000000000
160000	108.87500000000000000000000000000000000000000
170000	122.67199999999999704414221923798322677612300
180000	137.04699999999999704414221923798322677612300
190000	151.48500000000001364242052659392356872558590
200000	164.65600000000000591171556152403354644775390
210000	179.68799999999998817656887695193290710449220
220000	199.40600000000000591171556152403354644775390
230000	214.06200000000001182343112304806709289550780
240000	232.96799999999998931343725416809320449829100
250000	253.18799999999998817656887695193290710449220
260000	274.26499999999998635757947340607643127441410
270000	294.87500000000000000000000000000000000000000
280000	316.96899999999999408828443847596645355224610
290000	341.32799999999997453414835035800933837890620
300000	364.10899999999998044586391188204288482666020
310000	388.25000000000000000000000000000000000000000
320000	414.56299999999998817656887695193290710449220
330000	440.18700000000001182343112304806709289550780
340000	467.51600000000001955413608811795711517333980
350000	496.03100000000000591171556152403354644775390
360000	524.15700000000003910827217623591423034667970
370000	553.82799999999997453414835035800933837890620
380000	582.88999999999998635757947340607643127441410
390000	614.70299999999997453414835035800933837890620
400000	646.84400000000005093170329928398132324218750
410000	679.20299999999997453414835035800933837890620
420000	713.78099999999994906829670071601867675781250
430000	745.18799999999998817656887695193290710449220
440000	783.78099999999994906829670071601867675781250
450000	818.95299999999997453414835035800933837890620
460000	856.56200000000001182343112304806709289550780
470000	917.90599999999994906829670071601867675781250
480000	977.64099999999996271071722730994224548339840
490000	1015.23500000000001364242052659392356872558600
500000	1091.56300000000010186340659856796264648437500
